audience,should_contact,policy_margin,contact_cost,row_id,rank,uplift_decile,exp_incremental_revenue,y_actual,treated,ipw_contrib,recency,history_segment,history,mens,womens,zip_code,newbie,channel,uplift_hat_x,exp_profit_per_contact_x,uplift_hat_y,exp_profit_per_contact_y,spend,treatment
topN_by_uplift,1,0.3,0.05,11786,1,10,267.8696000000008,0.0,0,-0.0,6,4) $350 - $500,421.87,1,0,Surburban,0,Web,267.8696000000008,80.31088000000024,267.8696000000008,80.31088000000024,0.0,Womens E-Mail
topN_by_uplift,1,0.3,0.05,13574,2,10,235.2794666666664,0.0,1,0.0,1,5) $500 - $750,531.06,1,0,Surburban,1,Phone,235.2794666666664,70.53383999999991,235.2794666666664,70.53383999999991,0.0,No E-Mail
topN_by_uplift,1,0.3,0.05,8911,3,10,164.67,0.0,1,0.0,3,2) $100 - $200,147.13,0,1,Surburban,0,Phone,164.67,49.351,164.67,49.351,0.0,Mens E-Mail
topN_by_uplift,1,0.3,0.05,9527,4,10,146.3733333333333,0.0,1,0.0,2,2) $100 - $200,106.06,0,1,Rural,0,Web,146.3733333333333,43.862,146.3733333333333,43.861999999999995,0.0,No E-Mail
topN_by_uplift,1,0.3,0.05,10755,5,10,136.22116666666668,0.0,1,0.0,6,2) $100 - $200,148.92,0,1,Urban,0,Phone,136.22116666666668,40.81635000000001,136.22116666666668,40.81635000000001,0.0,Womens E-Mail
topN_by_uplift,1,0.3,0.05,10271,6,10,122.00530000000028,0.0,1,0.0,1,5) $500 - $750,547.25,0,1,Urban,1,Phone,122.00530000000028,36.55159000000008,122.00530000000028,36.55159000000008,0.0,Mens E-Mail
topN_by_uplift,1,0.3,0.05,3177,7,10,120.40623333333332,0.0,1,0.0,8,2) $100 - $200,120.88,0,1,Urban,0,Phone,120.40623333333332,36.07187,120.40623333333332,36.07187,0.0,Womens E-Mail
topN_by_uplift,1,0.3,0.05,7190,8,10,116.43333333333334,0.0,0,-0.0,6,1) $0 - $100,29.99,1,0,Surburban,0,Web,116.43333333333334,34.88,116.43333333333334,34.88,0.0,Mens E-Mail
topN_by_uplift,1,0.3,0.05,9130,9,10,114.02533333333308,0.0,1,0.0,1,4) $350 - $500,411.71,0,1,Surburban,0,Multichannel,114.02533333333308,34.157599999999924,114.02533333333308,34.157599999999924,0.0,Mens E-Mail
topN_by_uplift,1,0.3,0.05,11706,10,10,105.17996666666666,0.0,1,0.0,6,1) $0 - $100,94.17,0,1,Surburban,0,Web,105.17996666666666,31.503989999999995,105.17996666666666,31.503989999999995,0.0,Womens E-Mail
topN_by_uplift,1,0.3,0.05,5252,11,10,104.16943333333307,0.0,0,-0.0,4,5) $500 - $750,565.94,0,1,Urban,1,Web,104.16943333333307,31.20082999999992,104.16943333333307,31.20082999999992,0.0,Mens E-Mail
topN_by_uplift,1,0.3,0.05,4414,12,10,103.7265333333332,0.0,1,0.0,5,1) $0 - $100,33.33,0,1,Surburban,1,Web,103.7265333333332,31.06795999999996,103.7265333333332,31.067959999999957,0.0,Mens E-Mail
topN_by_uplift,1,0.3,0.05,6539,13,10,101.07516666666668,0.0,1,0.0,9,3) $200 - $350,285.21,1,0,Surburban,1,Phone,101.07516666666668,30.27255,101.07516666666668,30.27255,150.99,Mens E-Mail
topN_by_uplift,1,0.3,0.05,9840,14,10,89.13926666666666,0.0,1,0.0,5,5) $500 - $750,613.55,0,1,Urban,1,Multichannel,89.13926666666666,26.691779999999994,89.13926666666666,26.691779999999994,0.0,Womens E-Mail
topN_by_uplift,1,0.3,0.05,9476,15,10,82.19306666666651,0.0,1,0.0,10,3) $200 - $350,235.56,0,1,Rural,1,Phone,82.19306666666651,24.60791999999995,82.19306666666651,24.60791999999995,0.0,No E-Mail
topN_by_uplift,1,0.3,0.05,12476,16,10,77.63686666666666,0.0,1,0.0,10,3) $200 - $350,316.72,1,0,Surburban,0,Web,77.63686666666666,23.24106,77.63686666666666,23.241059999999997,0.0,No E-Mail
topN_by_uplift,1,0.3,0.05,12134,17,10,76.01883333333319,0.0,1,0.0,9,1) $0 - $100,48.12,0,1,Rural,0,Web,76.01883333333319,22.75564999999996,76.01883333333319,22.755649999999957,0.0,Womens E-Mail
topN_by_uplift,1,0.3,0.05,5599,18,10,73.47173333333333,0.0,1,0.0,3,4) $350 - $500,458.21,1,1,Urban,0,Multichannel,73.47173333333333,21.99152,73.47173333333333,21.991519999999998,0.0,Mens E-Mail
topN_by_uplift,1,0.3,0.05,8052,19,10,72.67076666666667,0.0,1,0.0,2,1) $0 - $100,29.99,1,0,Rural,1,Web,72.67076666666667,21.75123,72.67076666666667,21.75123,0.0,Mens E-Mail
topN_by_uplift,1,0.3,0.05,6703,20,10,72.18156666666646,0.0,1,0.0,11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,72.18156666666646,21.60446999999993,72.18156666666646,21.604469999999935,0.0,No E-Mail
topN_by_uplift,1,0.3,0.05,1469,21,10,70.37933333333324,0.0,1,0.0,3,1) $0 - $100,68.22,0,1,Surburban,0,Web,70.37933333333324,21.06379999999997,70.37933333333324,21.06379999999997,0.0,No E-Mail
topN_by_uplift,1,0.3,0.05,12124,22,10,70.33383333333333,0.0,1,0.0,4,5) $500 - $750,505.76,1,0,Urban,1,Multichannel,70.33383333333333,21.05015,70.33383333333333,21.05015,0.0,No E-Mail
topN_by_uplift,1,0.3,0.05,13238,23,10,69.6282666666666,0.0,0,-0.0,11,3) $200 - $350,300.9,1,0,Surburban,0,Web,69.6282666666666,20.83847999999998,69.6282666666666,20.83847999999998,0.0,Womens E-Mail
