row_id,uplift_hat,exp_profit_per_contact,rank
11786,267.8696000000008,80.31088000000024,1
13574,235.2794666666664,70.53383999999991,2
8911,164.67,49.351,3
9527,146.3733333333333,43.861999999999995,4
10755,136.22116666666668,40.81635000000001,5
10271,122.00530000000028,36.55159000000008,6
3177,120.40623333333332,36.07187,7
7190,116.43333333333334,34.88,8
9130,114.02533333333308,34.157599999999924,9
11706,105.17996666666666,31.503989999999995,10
5252,104.16943333333307,31.20082999999992,11
4414,103.7265333333332,31.067959999999957,12
6539,101.07516666666668,30.27255,13
9840,89.13926666666666,26.691779999999994,14
9476,82.19306666666651,24.60791999999995,15
12476,77.63686666666666,23.241059999999997,16
12134,76.01883333333319,22.755649999999957,17
5599,73.47173333333333,21.991519999999998,18
8052,72.67076666666667,21.75123,19
6703,72.18156666666646,21.604469999999935,20
1469,70.37933333333324,21.06379999999997,21
12124,70.33383333333333,21.05015,22
13238,69.6282666666666,20.83847999999998,23
3915,69.50466666666667,20.801399999999997,24
3695,68.95610000000003,20.63683000000001,25
1392,67.08826666666651,20.076479999999954,26
11420,66.10166666666669,19.780500000000004,27
5180,65.7119999999999,19.66359999999997,28
11803,62.82270000000001,18.79681,29
15352,62.61186666666665,18.733559999999994,30
12425,61.45100000000001,18.3853,31
4341,59.27569999999999,17.732709999999997,32
2220,59.241766666666805,17.72253000000004,33
9383,57.89853333333336,17.319560000000006,34
1802,56.58916666666666,16.926749999999995,35
4758,56.1819666666667,16.804590000000008,36
6724,54.89,16.416999999999998,37
10223,52.26399999999995,15.629199999999985,38
10791,51.74649999999997,15.47394999999999,39
7563,50.024566666666686,14.957370000000004,40
7232,47.35000000000007,14.15500000000002,41
5759,46.81669907568426,13.995009722705278,42
5248,46.81669907568426,13.995009722705278,43
8068,46.81669907568426,13.995009722705278,44
3764,46.81669907568426,13.995009722705278,45
12180,46.81669907568426,13.995009722705278,46
15170,46.81669907568426,13.995009722705278,47
14868,46.81669907568426,13.995009722705278,48
13299,46.61836666666668,13.935510000000003,49
12493,46.415699999999966,13.874709999999988,50
2248,46.18223333333342,13.804670000000025,51
13808,46.068399999999976,13.770519999999992,52
5173,45.750466666666654,13.675139999999995,53
722,45.70686666666669,13.662060000000006,54
3694,45.55946666666658,13.617839999999973,55
5223,45.36309999999997,13.55892999999999,56
3607,44.91,13.422999999999998,57
10363,44.49993333333337,13.299980000000009,58
1682,44.38276666666671,13.264830000000012,59
12601,44.17840000000005,13.203520000000015,60
425,43.79713333333329,13.089139999999986,61
13651,43.69946666666663,13.059839999999989,62
4987,43.58186666666669,13.024560000000006,63
7480,43.13250000000005,12.889750000000014,64
13962,42.90823333333341,12.822470000000022,65
13143,42.702083333333405,12.76062500000002,66
12568,42.41413333333328,12.674239999999983,67
3249,42.176000000000016,12.602800000000004,68
7451,41.88236015873016,12.514708047619047,69
4218,41.583333333333336,12.424999999999999,70
10754,41.583333333333336,12.424999999999999,71
210,41.450300000000006,12.38509,72
4427,40.38659999999999,12.065979999999994,73
3005,40.27666666666665,12.032999999999994,74
452,40.1075,11.982249999999999,75
7341,40.02349999999996,11.957049999999988,76
2413,39.84,11.902,77
10075,39.26393333333337,11.72918000000001,78
7141,38.404766666666674,11.471430000000002,79
7300,38.31466666666668,11.444400000000003,80
12080,38.25666666666667,11.427,81
13443,37.916999999999966,11.325099999999988,82
7799,37.477700000000006,11.19331,83
8043,37.42480000000004,11.177440000000011,84
3907,37.25806666666666,11.127419999999995,85
15508,35.583633333333324,10.625089999999997,86
5985,35.40266666666666,10.570799999999997,87
13869,35.17093333333333,10.501279999999998,88
4189,35.146666666666675,10.494000000000002,89
11519,35.029066666666665,10.458719999999998,90
8798,34.30596666666667,10.24179,91
13932,34.00696666666667,10.15209,92
6619,33.30394761904762,9.941184285714284,93
3641,33.3032,9.940959999999999,94
9344,32.96333333333333,9.838999999999999,95
337,32.950966666666666,9.835289999999999,96
15211,32.90600000000001,9.821800000000003,97
2273,32.71046666666664,9.763139999999991,98
514,32.67843333333334,9.75353,99
6429,32.481966666666665,9.694589999999998,100
10840,32.37506666666667,9.662519999999999,101
13844,32.10689995670999,9.582069987012995,102
1755,32.10689995670999,9.582069987012995,103
354,32.10689995670999,9.582069987012995,104
3097,32.10689995670999,9.582069987012995,105
7026,32.10689995670999,9.582069987012995,106
3975,32.10689995670999,9.582069987012995,107
9411,31.9232,9.526959999999999,108
2497,31.82876666666667,9.49863,109
5801,31.35839999999998,9.357519999999992,110
13244,31.291866666666703,9.33756000000001,111
7622,31.146566666666665,9.293969999999998,112
6484,30.726733091789303,9.16801992753679,113
80,30.726733091789303,9.16801992753679,114
7132,30.726733091789303,9.16801992753679,115
12590,30.726733091789303,9.16801992753679,116
12729,30.480133333333367,9.094040000000009,117
10123,30.18493333333332,9.005479999999995,118
10622,30.1581333333334,8.997440000000019,119
13564,30.02766666666664,8.95829999999999,120
9808,29.94,8.931999999999999,121
9102,29.93173333333333,8.929519999999998,122
5536,29.443100000000005,8.78293,123
9961,29.398033333333327,8.769409999999997,124
9676,29.36933333333332,8.760799999999994,125
9915,28.822933333333378,8.596880000000013,126
2520,28.752133333333337,8.57564,127
3591,28.47439999999999,8.492319999999996,128
1718,27.631266666666694,8.239380000000008,129
3261,27.35749436044348,8.157248308133042,130
10209,27.35749436044348,8.157248308133042,131
9338,27.35749436044348,8.157248308133042,132
2491,27.35749436044348,8.157248308133042,133
7062,27.35749436044348,8.157248308133042,134
13804,26.96960000000001,8.040880000000001,135
12525,26.88860000000001,8.016580000000003,136
10727,26.834366666666664,8.000309999999999,137
10893,26.613333333333333,7.934,138
12395,26.613333333333333,7.934,139
1832,26.16166666666668,7.798500000000003,140
8838,26.05826666666664,7.767479999999992,141
10117,26.036466666666637,7.760939999999991,142
4216,25.980166666666648,7.744049999999994,143
1448,25.934933333333344,7.730480000000003,144
4070,25.23569999999998,7.520709999999994,145
2281,25.046766666666656,7.464029999999997,146
1815,25.0045,7.45135,147
14837,24.971999999999998,7.441599999999999,148
13913,24.95,7.435,149
5215,24.815699999999985,7.3947099999999955,150
12271,24.815699999999985,7.3947099999999955,151
7202,24.794046491581277,7.388213947474383,152
1836,24.321899999999985,7.246569999999996,153
15162,24.31469999999999,7.244409999999998,154
6666,24.283199999999965,7.234959999999989,155
6591,24.16536666666665,7.1996099999999945,156
12989,23.986733333333348,7.1460200000000045,157
4507,23.95733333333332,7.137199999999996,158
7223,23.761133333333355,7.078340000000006,159
11449,23.633366666666667,7.0400100000000005,160
3537,23.44640000000001,6.983920000000003,161
3803,23.06784515824794,6.870353547474382,162
4675,22.850500000000014,6.805150000000005,163
1906,22.706566666666657,6.761969999999997,164
13657,22.656733333333342,6.747020000000003,165
10816,22.613600000000023,6.734080000000007,166
12951,22.575499999999995,6.722649999999998,167
9880,22.49386666666668,6.698160000000004,168
13866,22.43553333333333,6.680659999999999,169
4067,22.35683333333334,6.657050000000003,170
8501,22.15866666666666,6.597599999999998,171
3565,22.15836666666665,6.597509999999995,172
9426,22.1336,6.59008,173
2353,22.090366666666657,6.577109999999998,174
8645,22.055399999999995,6.566619999999999,175
10886,21.71806666666668,6.4654200000000035,176
3148,21.66476666666666,6.449429999999999,177
11060,21.36623333333333,6.359869999999999,178
2723,21.32466666666665,6.347399999999995,179
7241,21.07733333333334,6.273200000000002,180
8010,21.0408,6.26224,181
415,20.933966666666688,6.230190000000007,182
2070,20.908399999999983,6.222519999999995,183
14404,20.798699999999982,6.189609999999995,184
3738,20.71540000000001,6.164620000000003,185
6376,20.68923333333333,6.156769999999999,186
4930,20.66956666666666,6.1508699999999985,187
1407,20.56256666666665,6.118769999999995,188
9116,20.47073333333331,6.091219999999993,189
9591,20.42973333333332,6.0789199999999965,190
3524,20.29323333333324,6.037969999999972,191
14022,20.24266666666668,6.022800000000004,192
6512,20.04106666666665,5.962319999999996,193
11180,19.96,5.938000000000001,194
7179,19.916533333333337,5.924960000000001,195
8762,19.875400000000013,5.912620000000004,196
15629,19.77523333333331,5.882569999999993,197
4646,19.683766666666664,5.855129999999999,198
350,19.67260000000001,5.851780000000003,199
8263,19.6658,5.849740000000001,200
583,19.645533333333358,5.843660000000007,201
9432,19.5597,5.8179099999999995,202
239,19.50216666666665,5.800649999999995,203
