row_id,rank,uplift_hat,y1_hat,y0_hat,exp_incremental_revenue,exp_profit_per_contact,should_contact
10971,1,291.55139999999943,291.55139999999943,0.0,291.55139999999943,87.41541999999983,1
2296,2,252.4005666666675,252.4005666666675,0.0,252.4005666666675,75.67017000000024,1
2256,3,239.77893333333327,239.77893333333327,0.0,239.77893333333327,71.88367999999998,1
7128,4,204.59,204.59,0.0,204.59,61.327,1
12142,5,190.90633333333395,190.90633333333395,0.0,190.90633333333395,57.22190000000018,1
1219,6,169.8287935235953,169.8287935235953,0.0,169.8287935235953,50.89863805707859,1
634,7,164.67,164.67,0.0,164.67,49.351,1
14618,8,155.77976666666663,155.77976666666663,0.0,155.77976666666663,46.68392999999999,1
15004,9,130.61120000000062,130.61120000000062,0.0,130.61120000000062,39.13336000000019,1
12261,10,130.26466666666684,130.26466666666684,0.0,130.26466666666684,39.02940000000005,1
12006,11,124.78030000000022,124.78030000000022,0.0,124.78030000000022,37.38409000000007,1
11290,12,124.40300000000045,124.80783333333376,0.4048333333333333,124.40300000000045,37.27090000000013,1
2220,13,123.84186666666676,123.84186666666676,0.0,123.84186666666676,37.10256000000003,1
12416,14,123.35093333333351,123.35093333333351,0.0,123.35093333333351,36.95528000000006,1
9058,15,120.40623333333332,120.40623333333332,0.0,120.40623333333332,36.07187,1
7080,16,117.66033333333289,117.66033333333289,0.0,117.66033333333289,35.248099999999866,1
782,17,116.51196666666624,116.9829999999996,0.4710333333333333,116.51196666666624,34.90358999999988,1
10160,18,116.25553333333342,116.25553333333342,0.0,116.25553333333342,34.826660000000025,1
8335,19,114.77,114.77,0.0,114.77,34.381,1
9319,20,114.24999999999972,114.76799999999972,0.518,114.24999999999972,34.22499999999992,1
5993,21,114.02533333333308,114.02533333333308,0.0,114.02533333333308,34.157599999999924,1
5707,22,107.89590000000028,107.89590000000028,0.0,107.89590000000028,32.318770000000086,1
1356,23,104.76759999999976,104.76759999999976,0.0,104.76759999999976,31.380279999999924,1
9543,24,104.52318856402918,104.52318856402918,0.0,104.52318856402918,31.306956569208754,1
10274,25,104.16943333333307,104.16943333333307,0.0,104.16943333333307,31.200829999999925,1
3316,26,102.09799999999969,102.09799999999969,0.0,102.09799999999969,30.5793999999999,1
8061,27,101.04600000000045,101.04600000000045,0.0,101.04600000000045,30.263800000000128,1
9740,28,90.9327333333333,90.9327333333333,0.0,90.9327333333333,27.22981999999999,1
11189,29,88.90820000000035,88.90820000000035,0.0,88.90820000000035,26.622460000000103,1
10805,30,79.71513333333343,79.71513333333343,0.0,79.71513333333343,23.864540000000027,1
3147,31,76.11946666666663,76.11946666666663,0.0,76.11946666666663,22.785839999999983,1
2708,32,74.61089999999994,74.61089999999994,0.0,74.61089999999994,22.33326999999998,1
4095,33,74.54039999999985,74.54039999999985,0.0,74.54039999999985,22.312119999999958,1
7647,34,73.47173333333333,76.51333333333334,3.0416000000000003,73.47173333333333,21.99152,1
567,35,73.00716666666648,73.00716666666648,0.0,73.00716666666648,21.85214999999994,1
8965,36,72.72819999999997,72.72819999999997,0.0,72.72819999999997,21.76845999999999,1
15174,37,72.24000000000021,72.24000000000021,0.0,72.24000000000021,21.62200000000006,1
967,38,70.33383333333333,70.33383333333333,0.0,70.33383333333333,21.05015,1
4131,39,65.7119999999999,65.7119999999999,0.0,65.7119999999999,19.66359999999997,1
3022,40,62.61186666666665,64.27519999999998,1.663333333333333,62.61186666666665,18.733559999999997,1
14068,41,61.818333333333335,61.818333333333335,0.0,61.818333333333335,18.4955,1
2603,42,60.70019999999986,60.70019999999986,0.0,60.70019999999986,18.160059999999955,1
2316,43,60.62736666666667,60.795,0.1676333333333333,60.62736666666667,18.13821,1
3542,44,60.44416666666665,60.44416666666665,0.0,60.44416666666665,18.08325,1
4286,45,59.9881,59.9881,0.0,59.9881,17.94643,1
1229,46,59.8314333333334,61.3125333333334,1.4811,59.8314333333334,17.89943000000002,1
10284,47,59.62716666666659,65.18983333333325,5.562666666666666,59.62716666666659,17.838149999999974,1
15249,48,59.27569999999999,59.27569999999999,0.0,59.27569999999999,17.732709999999994,1
9262,49,56.132,56.132,0.0,56.132,16.789599999999997,1
8582,50,54.89496666666654,54.89496666666654,0.0,54.89496666666654,16.41848999999996,1
12237,51,54.89,54.89,0.0,54.89,16.416999999999998,1
7419,52,54.2503666666664,54.2503666666664,0.0,54.2503666666664,16.22510999999992,1
14595,53,53.33246666666648,53.33246666666648,0.0,53.33246666666648,15.949739999999943,1
6368,54,51.08716666666666,51.08716666666666,0.0,51.08716666666666,15.276149999999998,1
12946,55,49.68503333333335,49.68503333333335,0.0,49.68503333333335,14.855510000000004,1
6680,56,48.86933333333319,48.86933333333319,0.0,48.86933333333319,14.610799999999957,1
5827,57,47.22666666666651,47.22666666666651,0.0,47.22666666666651,14.117999999999952,1
12584,58,46.81669907568426,46.81669907568426,0.0,46.81669907568426,13.995009722705278,1
2359,59,46.81669907568426,46.81669907568426,0.0,46.81669907568426,13.995009722705278,1
10206,60,46.81669907568426,46.81669907568426,0.0,46.81669907568426,13.995009722705278,1
3861,61,46.81669907568426,46.81669907568426,0.0,46.81669907568426,13.995009722705278,1
9108,62,46.81669907568426,46.81669907568426,0.0,46.81669907568426,13.995009722705278,1
1485,63,46.31130000000012,46.31130000000012,0.0,46.31130000000012,13.843390000000031,1
2527,64,45.48733333333332,45.48733333333332,0.0,45.48733333333332,13.596199999999994,1
165,65,45.17539999999996,45.17539999999996,0.0,45.17539999999996,13.502619999999988,1
658,66,43.74690000000014,43.74690000000014,0.0,43.74690000000014,13.07407000000004,1
4791,67,43.69946666666663,43.69946666666663,0.0,43.69946666666663,13.059839999999989,1
4733,68,43.58186666666669,43.58186666666669,0.0,43.58186666666669,13.024560000000005,1
10615,69,43.35680000000004,43.35680000000004,0.0,43.35680000000004,12.957040000000012,1
11750,70,43.19280000000001,43.19280000000001,0.0,43.19280000000001,12.907840000000002,1
5656,71,43.01853333333334,43.01853333333334,0.0,43.01853333333334,12.85556,1
5497,72,42.9353333333333,42.9353333333333,0.0,42.9353333333333,12.830599999999988,1
607,73,42.15169999999999,42.15169999999999,0.0,42.15169999999999,12.595509999999996,1
5344,74,40.72256666666668,40.72256666666668,0.0,40.72256666666668,12.166770000000003,1
3360,75,40.38659999999999,40.38659999999999,0.0,40.38659999999999,12.065979999999994,1
11839,76,39.55393333333334,39.55393333333334,0.0,39.55393333333334,11.81618,1
7355,77,39.38199999999986,39.38199999999986,0.0,39.38199999999986,11.764599999999955,1
14653,78,39.26393333333337,39.26393333333337,0.0,39.26393333333337,11.72918000000001,1
1928,79,38.25666666666667,38.25666666666667,0.0,38.25666666666667,11.427,1
3978,80,37.42480000000004,39.088133333333374,1.663333333333333,37.42480000000004,11.177440000000011,1
11964,81,37.1693,37.1693,0.0,37.1693,11.100789999999998,1
7309,82,36.36586666666668,36.36586666666668,0.0,36.36586666666668,10.85976,1
9195,83,36.19693333333333,36.19693333333333,0.0,36.19693333333333,10.80908,1
858,84,36.04059999999992,36.04059999999992,0.0,36.04059999999992,10.762179999999974,1
14439,85,35.72323333333334,35.72323333333334,0.0,35.72323333333334,10.66697,1
10074,86,35.583633333333324,35.583633333333324,0.0,35.583633333333324,10.625089999999997,1
11844,87,35.0975,35.0975,0.0,35.0975,10.47925,1
9331,88,34.57523333333333,34.6752,0.0999666666666666,34.57523333333333,10.322569999999995,1
8858,89,34.317900000000016,34.317900000000016,0.0,34.317900000000016,10.245370000000005,1
1130,90,34.03626666666655,37.94966666666655,3.9133999999999984,34.03626666666655,10.160879999999963,1
9146,91,34.00696666666667,34.00696666666667,0.0,34.00696666666667,10.15209,1
1292,92,33.566133333333376,33.566133333333376,0.0,33.566133333333376,10.019840000000013,1
13561,93,33.3032,33.3032,0.0,33.3032,9.94096,1
2093,94,33.266666666666666,33.266666666666666,0.0,33.266666666666666,9.929999999999998,1
4064,95,32.71046666666664,32.71046666666664,0.0,32.71046666666664,9.763139999999993,1
5008,96,32.67843333333334,32.67843333333334,0.0,32.67843333333334,9.75353,1
7702,97,32.59463333333329,32.59463333333329,0.0,32.59463333333329,9.728389999999989,1
4388,98,32.50310000000006,32.50310000000006,0.0,32.50310000000006,9.700930000000016,1
4275,99,32.37506666666667,39.88773333333334,7.512666666666669,32.37506666666667,9.66252,1
7841,100,32.10689995670999,32.10689995670999,0.0,32.10689995670999,9.582069987012996,1
6328,101,32.10689995670999,32.10689995670999,0.0,32.10689995670999,9.582069987012996,1
2396,102,31.371866666666637,31.371866666666637,0.0,31.371866666666637,9.361559999999988,1
10017,103,31.36726666666669,31.36726666666669,0.0,31.36726666666669,9.360180000000009,1
10271,104,31.35839999999998,31.35839999999998,0.0,31.35839999999998,9.357519999999992,1
2123,105,31.291866666666703,31.291866666666703,0.0,31.291866666666703,9.33756000000001,1
3964,106,30.726733091789303,30.726733091789303,0.0,30.726733091789303,9.16801992753679,1
5134,107,30.726733091789303,30.726733091789303,0.0,30.726733091789303,9.16801992753679,1
7711,108,30.726733091789303,30.726733091789303,0.0,30.726733091789303,9.16801992753679,1
9292,109,30.726733091789303,30.726733091789303,0.0,30.726733091789303,9.16801992753679,1
2912,110,30.726733091789303,30.726733091789303,0.0,30.726733091789303,9.16801992753679,1
9499,111,30.547699999999963,30.547699999999963,0.0,30.547699999999963,9.114309999999987,1
13322,112,30.52693333333333,31.22586666666666,0.6989333333333334,30.52693333333333,9.108079999999998,1
4407,113,30.480133333333367,30.480133333333367,0.0,30.480133333333367,9.094040000000009,1
1898,114,30.18720000000001,30.18720000000001,0.0,30.18720000000001,9.006160000000003,1
14431,115,29.784766666666687,29.784766666666687,0.0,29.784766666666687,8.885430000000005,1
11721,116,29.443100000000005,31.06000000000001,1.6169,29.443100000000005,8.78293,1
5927,117,29.309399999999997,29.309399999999997,0.0,29.309399999999997,8.742819999999996,1
13394,118,28.822933333333378,28.822933333333378,0.0,28.822933333333378,8.596880000000013,1
7255,119,28.41420000000008,28.41420000000008,0.0,28.41420000000008,8.474260000000022,1
6806,120,27.515833333333333,27.515833333333333,0.0,27.515833333333333,8.204749999999999,1
479,121,27.35749436044349,27.35749436044349,0.0,27.35749436044349,8.157248308133045,1
6839,122,27.35749436044349,27.35749436044349,0.0,27.35749436044349,8.157248308133045,1
12822,123,27.35749436044349,27.35749436044349,0.0,27.35749436044349,8.157248308133045,1
9661,124,27.35749436044349,27.35749436044349,0.0,27.35749436044349,8.157248308133045,1
4235,125,27.35749436044349,27.35749436044349,0.0,27.35749436044349,8.157248308133045,1
14061,126,27.345499999999955,27.345499999999955,0.0,27.345499999999955,8.153649999999985,1
373,127,26.96960000000001,26.96960000000001,0.0,26.96960000000001,8.040880000000003,1
10502,128,26.912366666666667,26.912366666666667,0.0,26.912366666666667,8.02371,1
2884,129,26.834366666666664,26.834366666666664,0.0,26.834366666666664,8.000309999999999,1
9527,130,26.306766666666647,26.306766666666647,0.0,26.306766666666647,7.842029999999994,1
2919,131,26.270200000000003,26.270200000000003,0.0,26.270200000000003,7.831060000000001,1
13002,132,26.18549999999989,26.18549999999989,0.0,26.18549999999989,7.805649999999968,1
8675,133,25.934933333333344,25.934933333333344,0.0,25.934933333333344,7.730480000000003,1
15212,134,25.788900000000066,26.888533333333395,1.0996333333333337,25.788900000000066,7.686670000000018,1
12746,135,25.480166666666648,25.480166666666648,0.0,25.480166666666648,7.594049999999994,1
10304,136,25.478400000000104,25.478400000000104,0.0,25.478400000000104,7.593520000000031,1
7122,137,25.272500000000026,25.272500000000026,0.0,25.272500000000026,7.531750000000008,1
7164,138,25.091966666666625,28.054166666666625,2.9622,25.091966666666625,7.477589999999988,1
1828,139,24.941366666666696,24.941366666666696,0.0,24.941366666666696,7.432410000000009,1
6103,140,24.815699999999985,24.815699999999985,0.0,24.815699999999985,7.3947099999999955,1
4130,141,24.815699999999985,24.815699999999985,0.0,24.815699999999985,7.3947099999999955,1
312,142,24.75216666666671,25.252000000000045,0.4998333333333333,24.75216666666671,7.375650000000013,1
6910,143,24.437733333333323,25.99039999999999,1.5526666666666666,24.437733333333323,7.2813199999999965,1
4182,144,24.321899999999985,24.321899999999985,0.0,24.321899999999985,7.246569999999996,1
14282,145,24.16536666666665,24.16536666666665,0.0,24.16536666666665,7.199609999999994,1
4958,146,23.986733333333348,23.986733333333348,0.0,23.986733333333348,7.1460200000000045,1
12689,147,23.95733333333332,28.19626666666665,4.238933333333334,23.95733333333332,7.137199999999995,1
10235,148,23.633366666666667,23.633366666666667,0.0,23.633366666666667,7.0400100000000005,1
7822,149,23.330766666666683,23.330766666666683,0.0,23.330766666666683,6.949230000000005,1
6467,150,23.283366666666687,23.283366666666687,0.0,23.283366666666687,6.935010000000006,1
3490,151,22.671433333333333,23.286666666666665,0.6152333333333333,22.671433333333333,6.75143,1
7118,152,22.656733333333342,22.656733333333342,0.0,22.656733333333342,6.747020000000003,1
6997,153,22.46953333333328,22.46953333333328,0.0,22.46953333333328,6.690859999999985,1
4102,154,22.090366666666657,22.090366666666657,0.0,22.090366666666657,6.577109999999998,1
13668,155,22.08226666666673,22.08226666666673,0.0,22.08226666666673,6.5746800000000185,1
7807,156,21.92323333333333,21.92323333333333,0.0,21.92323333333333,6.52697,1
7554,157,21.88249999999999,21.88249999999999,0.0,21.88249999999999,6.514749999999997,1
4133,158,21.5464,21.5464,0.0,21.5464,6.413920000000001,1
14723,159,21.470833333333417,31.421600000000083,9.950766666666668,21.470833333333417,6.391250000000025,1
15658,160,21.32466666666665,21.32466666666665,0.0,21.32466666666665,6.347399999999995,1
15558,161,20.72153333333334,20.72153333333334,0.0,20.72153333333334,6.1664600000000025,1
14087,162,20.720566666666567,20.720566666666567,0.0,20.720566666666567,6.16616999999997,1
11673,163,20.580666666666666,20.580666666666666,0.0,20.580666666666666,6.1242,1
2472,164,20.315233333333303,21.06649999999997,0.7512666666666666,20.315233333333303,6.044569999999991,1
9405,165,20.29323333333324,20.29323333333324,0.0,20.29323333333324,6.037969999999971,1
4005,166,20.29323333333324,20.29323333333324,0.0,20.29323333333324,6.037969999999971,1
5875,167,20.29323333333324,20.29323333333324,0.0,20.29323333333324,6.037969999999971,1
10582,168,20.24266666666668,20.24266666666668,0.0,20.24266666666668,6.022800000000004,1
15606,169,20.22509999999996,21.435866666666627,1.2107666666666668,20.22509999999996,6.017529999999987,1
6425,170,20.222333333333324,20.222333333333324,0.0,20.222333333333324,6.0166999999999975,1
14570,171,20.13399999999997,20.13399999999997,0.0,20.13399999999997,5.990199999999992,1
14028,172,19.96,19.96,0.0,19.96,5.938000000000001,1
1092,173,19.945400000000035,19.945400000000035,0.0,19.945400000000035,5.93362000000001,1
3057,174,19.916533333333337,19.916533333333337,0.0,19.916533333333337,5.924960000000001,1
1248,175,19.90763333333324,19.90763333333324,0.0,19.90763333333324,5.922289999999972,1
12324,176,19.77523333333331,19.77523333333331,0.0,19.77523333333331,5.882569999999993,1
5129,177,19.67260000000001,22.14160000000001,2.4690000000000003,19.67260000000001,5.851780000000003,1
11496,178,19.6658,19.6658,0.0,19.6658,5.849740000000001,1
857,179,19.639166666666576,19.639166666666576,0.0,19.639166666666576,5.841749999999973,1
1821,180,19.593466666666576,19.593466666666576,0.0,19.593466666666576,5.828039999999973,1
13318,181,19.5534,19.5534,0.0,19.5534,5.81602,1
2233,182,19.49349999999991,19.49349999999991,0.0,19.49349999999991,5.798049999999972,1
8583,183,19.49349999999991,19.49349999999991,0.0,19.49349999999991,5.798049999999972,1
15803,184,19.452933333333306,19.452933333333306,0.0,19.452933333333306,5.785879999999992,1
7972,185,19.37390000000001,19.37390000000001,0.0,19.37390000000001,5.762170000000002,1
8088,186,19.328333333333344,19.328333333333344,0.0,19.328333333333344,5.748500000000004,1
472,187,19.141366666666663,19.837599999999995,0.6962333333333334,19.141366666666663,5.692409999999999,1
255,188,18.98666666666666,19.186599999999995,0.1999333333333333,18.98666666666666,5.645999999999998,1
3837,189,18.94886666666667,20.07576666666667,1.1269,18.94886666666667,5.634660000000001,1
6227,190,18.838866666666668,18.838866666666668,0.0,18.838866666666668,5.601660000000001,1
3938,191,18.793733333333247,18.793733333333247,0.0,18.793733333333247,5.588119999999974,1
459,192,18.693766666666583,18.693766666666583,0.0,18.693766666666583,5.558129999999975,1
10689,193,18.51119999999999,18.51119999999999,0.0,18.51119999999999,5.503359999999997,1
1595,194,18.49383333333325,18.49383333333325,0.0,18.49383333333325,5.498149999999975,1
4481,195,18.49383333333325,18.49383333333325,0.0,18.49383333333325,5.498149999999975,1
11519,196,18.4831,18.4831,0.0,18.4831,5.49493,1
14608,197,18.461366666666667,18.849866666666667,0.3885,18.461366666666667,5.48841,1
6449,198,18.451333333333334,18.451333333333334,0.0,18.451333333333334,5.485400000000001,1
14598,199,18.393866666666582,18.393866666666582,0.0,18.393866666666582,5.468159999999976,1
14404,200,18.356099999999994,18.356099999999994,0.0,18.356099999999994,5.456829999999998,1
10203,201,18.135600000000043,24.90520000000004,6.769599999999997,18.135600000000043,5.390680000000013,1
1893,202,18.07410000000001,18.07410000000001,0.0,18.07410000000001,5.372230000000003,1
1901,203,17.974400000000013,17.974400000000013,0.0,17.974400000000013,5.342320000000004,1
8274,204,17.925699999999996,17.925699999999996,0.0,17.925699999999996,5.327709999999999,1
1113,205,17.886766666666666,18.186666666666667,0.2999,17.886766666666666,5.31603,1
3426,206,17.631333333333338,17.631333333333338,0.0,17.631333333333338,5.239400000000002,1
11243,207,17.59413333333323,21.19293333333323,3.5988,17.59413333333323,5.2282399999999685,1
13362,208,17.5119,17.5119,0.0,17.5119,5.20357,1
6968,209,17.40906666666666,17.40906666666666,0.0,17.40906666666666,5.172719999999998,1
13504,210,17.350366666666662,17.350366666666662,0.0,17.350366666666662,5.155109999999999,1
13574,211,17.264533333333326,17.264533333333326,0.0,17.264533333333326,5.1293599999999975,1
13753,212,17.135,17.135,0.0,17.135,5.0905000000000005,1
4471,213,17.102733333333326,17.102733333333326,0.0,17.102733333333326,5.080819999999997,1
15547,214,17.026400000000006,17.026400000000006,0.0,17.026400000000006,5.057920000000002,1
6848,215,16.870400000000007,16.870400000000007,0.0,16.870400000000007,5.011120000000002,1
15596,216,16.8656,16.8656,0.0,16.8656,5.00968,1
431,217,16.79259999999999,16.79259999999999,0.0,16.79259999999999,4.987779999999997,1
3184,218,16.785733333333287,16.785733333333287,0.0,16.785733333333287,4.985719999999986,1
6614,219,16.73973412522661,16.73973412522661,0.0,16.73973412522661,4.971920237567984,1
14262,220,16.73973412522661,16.73973412522661,0.0,16.73973412522661,4.971920237567984,1
8251,221,16.73973412522661,16.73973412522661,0.0,16.73973412522661,4.971920237567984,1
2300,222,16.73973412522661,16.73973412522661,0.0,16.73973412522661,4.971920237567984,1
8636,223,16.69193333333332,16.69193333333332,0.0,16.69193333333332,4.9575799999999965,1
13310,224,16.6779,16.6779,0.0,16.6779,4.9533700000000005,1
868,225,16.633333333333333,16.633333333333333,0.0,16.633333333333333,4.94,1
12100,226,16.6062,16.6062,0.0,16.6062,4.93186,1
4412,227,16.587133333333327,16.587133333333327,0.0,16.587133333333327,4.926139999999998,1
4170,228,16.58423333333333,16.58423333333333,0.0,16.58423333333333,4.925269999999999,1
11137,229,16.584000000000003,16.584000000000003,0.0,16.584000000000003,4.925200000000001,1
3313,230,16.424100000000006,16.424100000000006,0.0,16.424100000000006,4.877230000000002,1
15726,231,16.34196957738311,16.34196957738311,0.0,16.34196957738311,4.852590873214933,1
11859,232,16.34196957738311,16.34196957738311,0.0,16.34196957738311,4.852590873214933,1
10824,233,16.34196957738311,16.34196957738311,0.0,16.34196957738311,4.852590873214933,1
10397,234,16.34196957738311,16.34196957738311,0.0,16.34196957738311,4.852590873214933,1
1620,235,16.34196957738311,16.34196957738311,0.0,16.34196957738311,4.852590873214933,1
6372,236,16.34196957738311,16.34196957738311,0.0,16.34196957738311,4.852590873214933,1
5120,237,16.34196957738311,16.34196957738311,0.0,16.34196957738311,4.852590873214933,1
14173,238,16.225700000000018,25.992166666666687,9.76646666666667,16.225700000000018,4.817710000000005,1
1652,239,16.0865,16.0865,0.0,16.0865,4.77595,1
10718,240,16.0097,16.0097,0.0,16.0097,4.75291,1
981,241,15.82258059422518,15.82258059422518,0.0,15.82258059422518,4.696774178267554,1
13137,242,15.82258059422518,15.82258059422518,0.0,15.82258059422518,4.696774178267554,1
9020,243,15.82258059422518,15.82258059422518,0.0,15.82258059422518,4.696774178267554,1
10977,244,15.82258059422518,15.82258059422518,0.0,15.82258059422518,4.696774178267554,1
206,245,15.82258059422518,15.82258059422518,0.0,15.82258059422518,4.696774178267554,1
10228,246,15.82258059422518,15.82258059422518,0.0,15.82258059422518,4.696774178267554,1
14122,247,15.82258059422518,15.82258059422518,0.0,15.82258059422518,4.696774178267554,1
1629,248,15.765633333333335,15.765633333333335,0.0,15.765633333333335,4.679690000000001,1
9436,249,15.7631,18.0136,2.2505,15.7631,4.67893,1
